,Message,Tweet Favorite Count,Retweet Count,Created At,Username,Likes,Location
134,"Arapka jerebu ba Indonesia din majak berkurang meh. Oh lord, please let the rain wash away all the haze there and l… https://t.co/teeqyGhCIg",2,0,2019-09-23 06:01:03,ämylia | 🇲🇾💕,30224,"O!RUL8,2?"
135,"RT @shahrimtamrin: We love you #Indonesia

#Jerebu #Haze

Air pollution particles found on foetal side of placentas

 - Research finds blac…",0,60,2019-09-23 06:00:17,Faten Nabila,2199,Malaysia
136,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 05:57:53,lilo and not stitch,6429,
137,"RT @ibrahimsaninet: IOI Corp Bhd, according to The Edge, is the best company exhibiting Corporate Responsibility in Malaysia. 

IOI Corp wo…",0,7,2019-09-23 05:57:51,Shah Fikry,49501,Malaysia
138,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 05:56:17,Al-haizal,48854,Perak
139,"IOI Corp Bhd, according to The Edge, is the best company exhibiting Corporate Responsibility in Malaysia. 

IOI Cor… https://t.co/q893HiagAI",10,7,2019-09-23 05:50:09,Ibrahim Sani,6214,"Kuala Lumpur, Malaysia"
140,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 05:28:33,~,2657,
141,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 05:11:21,SharifahSyahfila,8481,SMKDHH ➡ KMK ➡ UITM PERLIS
142,"So #haze has reached the Philippines 🤦
#hazemalaysia
#jerebu",0,0,2019-09-23 05:01:58,BlueSkyComeBack🏝️🏝️,18904,1729
143,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 04:54:55,Dr.  アシュラフ,2802,"Penang, Malaysia"
144,"Don’t let that blocked nose get you down!

#haze #jerebu #health

https://t.co/nvFLqYBbYu",0,0,2019-09-23 04:30:00,The Rakyat Post,269,Malaysia
145,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 03:56:25,Honeygom 🐝,4716,
146,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 03:54:21,bella,3962,"Damansara, Selangor"
147,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 02:37:28,safi,3019,kuala selangor
148,"RT @elianiezani: The smell of burning is back, with smog reduce the visibility iritates the eyes &amp; the heat is intense here in #sierra16 Gr…",0,8,2019-09-23 02:30:35,Iskandar,27,
149,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 02:29:27,Ad,9546,Chelsea
150,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 02:21:40,addinaedy,886,"Selangor, Malaysia"
151,"RT @AzuarZainuddin: Do you think the authority is doing enough to end transboundary haze once and for all?

#jerebu
#haze",0,1,2019-09-23 02:14:53,Satu Creative,74,Kuala Lumpur
152,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 02:08:55,qidran,2781,Kuala Lumpur
153,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 02:01:59,TIM band,2642,"Kuala Lumpur,Malaysia"
154,"Do you think the authority is doing enough to end transboundary haze once and for all?

#jerebu
#haze",1,1,2019-09-23 01:57:37,Azuar Zainuddin,546,Kuala Lumpur Federal Territory
155,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 01:52:56,a - fiq 🌻,895,💞
156,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-23 01:46:21,PU c,2807,banyak tempat
157,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-23 01:42:47,M E K N A ✨,2827,"Petaling Jaya, Selangor"
158,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 01:38:15,Zf,4413,"Semenyih, Selangor"
159,"September School's accessory 
#haze
#jerebu 
#maskmuka #ismirshamr
🤣 https://t.co/Wf4a3LoESt",0,0,2019-09-23 01:17:10,-ƦƦ™️- 🇲🇾,60,"Virtual Badlands, Germany - ƦƦ"
160,"RT @elianiezani: The smell of burning is back, with smog reduce the visibility iritates the eyes &amp; the heat is intense here in #sierra16 Gr…",0,8,2019-09-23 00:47:06,Luis Suarez-Salas,33081,Peru
161,Morning #malaysia day 13 #haze #jerebu observation. Nearest monitoring st #putrajaya indicate PM2.5 is dominant thu… https://t.co/A1WpxUKFMF,0,0,2019-09-23 00:24:41,"Eliani Ezani, PhD.",1034,Kuala Lumpur
162,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 00:17:12,아이리스 X I R Y Z 🖤,30189,
163,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-23 00:03:26,🎶💫,42577,IG:avinaaaaaaaa ; sc:lenaaa05
164,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 23:45:53,Aurora 🌸,17413,"Sabah, Malaysia"
165,"RT @Cal6431: Choose the right mask.
Credit to Owner.
#haze
#ShahAlamHaze
#jerebu https://t.co/BIH8EnqNls",0,17,2019-09-22 23:32:37,naaa,4840,
166,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 23:31:49,🌊,2238,konohagakure
167,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 23:00:11,SYIRA,5011,
168,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 22:41:45,🦉,11988,Malaysia
169,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 19:17:49,𝒮𝒽𝑒𝓇𝒾𝓃𝑒 🌻,19953,Malaysia
170,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 19:03:37,Sarah Frenziey,1422,
171,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 18:57:55,A.🇲🇾🇵🇸,1549,Kuantan
172,"I hope i havent forgotten my butterfly strokes that i love so much , its so frustrating that i cant go out to swim… https://t.co/IpcesOHCb3",0,0,2019-09-22 18:46:30,BlueSkyComeBack🏝️🏝️,18904,1729
173,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 18:42:26,Az 👽,1674,❤❤ ♡♡ 
174,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 18:21:44,🐧,17209,
175,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 18:20:30,ZRI.,583,Shah Alam City
176,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-22 18:14:55,Ihsansb,6100,Malaysia
177,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 18:14:28,Nur Aqilah Syakilah,1920,"Seremban, Negeri Sembilan"
178,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 18:07:38,ColorHeart,25,
179,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 18:03:49,Daylight Descends,59,"Shah Alam, Malaysia"
180,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:57:54,☾,827,
181,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:53:41,𝓢𝔂𝓲𝓮🧚🏻‍♀️,20400,
182,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:53:19,☆ﾐ,13011,
183,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:49:37,ellezasyuhada 😘,6522,
184,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:48:49,fts,2253,
185,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:45:08,Aqilah,8169,Malaysia
186,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:36:34,püt🐝,571,
187,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:25:20,💫,24287,from teen to ty real quick.
188,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:25:19,"Syafifah, F.",16714,"Pahang,Malaysia"
189,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:18:59,petalpose,7004,
190,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:15:03,sinner,8267,somewhere on earth
191,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:14:53,mira 🐥💦,5987,Malaysia
192,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:13:33,joylin,10103,
193,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:12:17,Saraaa,319,
194,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-22 17:08:44,Muhammad Haris,7701,
195,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:07:44,fár away,2149,
196,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:05:36,dendeng,2139,University of Malaya
197,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:04:03,Shahkeerah Kamarul 🌸,3367,"Kuala Lumpur City, Kuala Lumpur Federal Territory"
198,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:03:13,pia,941,Seri Kembangan
199,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:02:37,Faaaa,35997,
200,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:00:38,kak ina (ᵔᴥᵔ),16549,seoul
201,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 17:00:29,YOUR BOII ♈,18626,Malaysia
202,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:56:10,browncholan,3536,"Selangor, Malaysia"
203,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:53:20,haz,2799,
204,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:52:38,sneeha lul,7240,🇲🇾
205,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:49:30,AmalinaBorhanuddin,40113,
206,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:45:36,ari 🎏🍒,1786,"Selangor, Malaysia"
207,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:41:45,Syahmi محمد شهمي #DaulatTuanku,585,"Shah Alam, Selangor, Malaysia"
208,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:39:42,Nadira Azhar Hamid,1844,Sombannn
209,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:33:10,𝒉𝒆𝒊𝒅𝒊,27613,
210,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:25:09,Daya97,80576,
211,RT @farahwazer: KL view from bukit ampang. the haze is bad ☠️ #Jerebu https://t.co/6Bn4dNhSvI,0,11,2019-09-22 16:21:11,Amir Ikhwan,11,"Selangor, Malaysia"
212,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:20:05,raziq,21479,Ampang
213,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:20:04,𝔀𝓲𝓷𝔀𝓲𝓷❤️,16171,Kelantan
214,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-22 16:18:51,Naufal,1200,"Alabang,Kajang, Selangor"
215,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-22 16:16:31,sham,1888,Malaysia
216,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:16:10,NS🦁,2088,Rumah
217,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:13:27,〰️,1557,
218,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:12:05,Blāck,2594,"Kuching, Sarawak"
219,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:06:02,mish,12435,
220,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:05:10,Arif Aiman.,742,SMY 
221,"RT @Megat_Yaesree: ""Bacaan IPU di sekitar Shah Alam ialah 138.""

Bitch please.

Its like IPU 200++.
I cant see the damn road.
Hard to breat…",0,452,2019-09-22 16:02:42,mustakim ismail,16085,Kuala lumpur
